Producto,Descripción,Partida / Lote,Certificado,Observaciones
JKDPIK0800900,"KIT DIELECTRICO PIKOTEK 8"" #900",,,
JKDPIK1000150,"KIT DIELECTRICO PIKOTEK 10"" #150",,,
JKDPIK1000300,"KIT DIELECTRICO PIKOTEK 10"" #300",,,
JKDPIK1000600,"KIT DIELECTRICO PIKOTEK 10"" #600",,,
JKDPIK1200150,"KIT DIELECTRICO PIKOTEK 12"" #150",,,
JKDPIK1200300,"KIT DIELECTRICO PIKOTEK 12"" #300",,,
JKDPIK1400300,"KIT DIELECTRICO PIKOTEK 14"" #300",,,
JKDPIK1400600,"KIT DIELECTRICO PIKOTEK 14"" #600",,,
JKDPIK1600150,"KIT DIELECTRICO PIKOTEK 16"" #150",,,
JKDPIK1600300,"KIT DIELECTRICO PIKOTEK 16"" #300",,,
JKDPIK1600600,"KIT DIELECTRICO PIKOTEK 16"" #600",,,
JKDPIK1800150,"KIT DIELECTRICO PIKOTEK 18"" #150",,,
JKDPIK1800300,"KIT DIELECTRICO PIKOTEK 18"" #300",,,
JKDPIK1800600,"KIT DIELECTRICO PIKOTEK 18"" #600",,,
JKDPIK2000150,"KIT DIELECTRICO PIKOTEK 20"" #150",,,
JKDPIK2000600,"KIT DIELECTRICO PIKOTEK 20"" #600",,,
JORNADAPERSONAL,PERSONAL DE OIL METAL EN CAMPO POR DIA,,,
JUC170051042MM,JUNTA CAMPERFILADA 1700X510MM 4.2MM 316L,,,
JUE0050CW00150,"JUNTA ESP. S/ ANILLO INT. 1/2"" #150 316",,,
JUE0050CW03060,"JUNTA ESP. S/ ANILLO 1/2"" #300-600 316",,,
JUE0050CWI0150,"JUNTA ESP. C/ ANILLO INT. 0,5"" #150 316",,,
JUE0050CWI0900,"JUNTA ESP. C/ ANILLO INT. 0,5"" #900 316",,,
JUE0050CWI3060,"JUNTA ESP. C/ ANILLO 0,5"" #300-600 316",,,
JUE0075CW00150,"JUNTA ESP. S/ ANILLO INT. 0,75"" #150 316",,,
JUE0075CW03060,"JUNTA ESP. S/ ANILLO 0.75"" #300-600 316",,,
JUE0075CW030604,"JUNTA ESP. S/ ANILLO 0.75"" #300-600 304",,,
JUE0075CWI0150,"JUNTA ESP. C/ ANILLO INT. 0,75"" #150 316",,,
JUE0075CWI0900,"JUNTA ESP. C/ ANILLO INT. 0,75"" #900 316",,,
JUE0075CWI3060,"JUNTA ESP. C/ ANILLO 0,75"" #300-600 316",,,
JUE0100CW00150,"JUNTA ESP. S/ ANILLO INT. 1"" #150 316",,,
JUE0100CW001504,"JUNTA ESP. S/ ANILLO INT. 1"" #150 304",,,
JUE0100CW03600,"JUNTA ESP. S/ ANILLO INT 1"" #300-600 316",,,
JUE0100CWI0150,"JUNTA ESP. C/ ANILLO INT. 1"" #150 316",,,
JUE0100CWI1500,"JUNTA ESP. C/ ANILLO 1"" #900/1500 316",,,
JUE0100CWI3600,"JUNTA ESP. C/ ANILLO INT 1"" #300-600 316",,,
JUE0150CW00900,"JUNTA ESP. S/ ANILLO 11/2"" #900/1500 316",,,
JUE0150CW03060,"JUNTA ESP. S/ ANILLO 11/2"" #300-600 316",,,
JUE0150CW030604,"JUNTA ESP. S/ ANILLO 11/2"" #300-600 304",,,
JUE0150CWI0150,"JUNTA ESP. C/ ANILLO INT. 11/2"" #150 316",,,
JUE0150CWI1500,"JUNTA ESP. C/ ANILLO 11/2"" #900/1500 316",,,
JUE0150CWI3060,"JUNTA ESP. C/ ANILLO 11/2"" #300-600 316",,,
JUE0150CWI30604,"JUNTA ESP. C/ ANILLO 11/2"" #300-600 304",,,
JUE0200CW03060,"JUNTA ESP. S/ ANILLO INT 2"" #300-600 316",,,
JUE0200CWI0150,"JUNTA ESP. C/ ANILLO INT. 2"" #150 316",,,
JUE0200CWI0900,"JUNTA ESP. C/ ANILLO INT. 2"" #900 316",,,
JUE0200CWI1500,"JUNTA ESP C/ ANILLO INT 2"" #900/1500 316",,,
JUE0200CWI3060,"JUNTA ESP. C/ ANILLO INT 2"" #300-600 316",,,
JUE0250CW00150,"JUNTA ESP. S/ ANILLO INT 2 1/2"" #150 316",,,
JUE0250CW001504,"JUNTA ESP. S/ ANILLO INT. 21/2"" #150 304",,,
JUE0250CW03060,"JUNTA ESP. S/ ANILLO 2 1/2"" #300-600 316",,,
JUE0250CW030604,"JUNTA ESP. S/ ANILLO 2 1/2"" #300-600 304",,,
JUE0250CWI0150,"JUNTA ESP. C/ ANILLO INT. 2,5"" #150 316",,,
JUE0300CW00150,"JUNTA ESP. S/ ANILLO INT. 3"" #150 316",,,
JUE0300CW001504,"JUNTA ESP. S/ ANILLO INT. 3"" #150 304",,,
JUE0300CW03060,"JUNTA ESP. S/ ANILLO INT 3"" #300-600 316",,,
JUE0300CWI0150,"JUNTA ESP. C/ ANILLO INT. 3"" #150 316",,,
JUE0300CWI0900,"JUNTA ESP. C/ ANILLO INT. 3"" #900 316",,,
JUE0300CWI3060,"JUNTA ESP. C/ ANILLO INT 3"" #300-600 316",,,
JUE0400CW001504,"JUNTA ESP. S/ ANILLO INT. 4"" #150 304",,,
JUE0400CW00300,"JUNTA ESP. S/ ANILLO INT. 4"" #300 316",,,
JUE0400CW003004,"JUNTA ESP. S/ ANILLO INT. 4"" #300 304",,,
JUE0400CW006004,"JUNTA ESP. S/ ANILLO INT. 4"" #600 304",,,
JUE0400CWI0150,"JUNTA ESP. C/ ANILLO INT. 4"" #150 316",,,
JUE0400CWI0300,"JUNTA ESP. C/ ANILLO INT. 4"" #300 316",,,
JUE0400CWI03004,"JUNTA ESP. C/ ANILLO INT. 4"" #300 304",,,
JUE0400CWI0600,"JUNTA ESP. C/ ANILLO INT. 4"" #600 316",,,
JUE0400CWI1500,"JUNTA ESP. C/ ANILLO INT.  4"" #1500 316",,,
JUE0400MFI0900,"JUNTA ESP CWI MONEL/GRAF 4"" #900",,,
JUE0500CW001504,"JUNTA ESP. S/ ANILLO INT. 5"" #150 304",,,
JUE0600CW00150,"JUNTA ESP. S/ ANILLO INT. 6"" #150 316",,,
JUE0600CW001504,"JUNTA ESP. S/ ANILLO INT. 6"" #150 304",,,
JUE0600CW00300,"JUNTA ESP. S/ ANILLO INT. 6"" #300 316",,,
JUE0600CW00600,"JUNTA ESP. S/ ANILLO INT. 6"" #600 316",,,
JUE0600CW00900,"JUNTA ESP. S/ ANILLO INT. 6"" #900 316",,,
JUE0600CWI0150,"JUNTA ESP. C/ ANILLO INT. 6"" #150 316",,,
JUE0600CWI0300,"JUNTA ESP. C/ ANILLO INT. 6"" #300 316",,,
JUE0600CWI0600,"JUNTA ESP. C/ ANILLO INT. 6"" #600 316",,,
JUE0600CWI0900,"JUNTA ESP. C/ ANILLO INT. 6"" #900 316",,,
JUE0800CW003004,"JUNTA ESP. S/ ANILLO INT. 8"" #300 304",,,
JUE0800CW00600,"JUNTA ESP. S/ ANILLO INT. 8"" #600 316",,,
JUE0800CW00900,"JUNTA ESP. S/ ANILLO INT. 8"" #900 316",,,
JUE0800CW01500,"JUNTA ESP. S/ ANILLO INT. 8"" #1500 316",,,
JUE0800CWI0150,"JUNTA ESP. C/ ANILLO INT. 8"" #150 316",,,
JUE0800CWI0300,"JUNTA ESP. C/ ANILLO INT. 8"" #300 316",,,
JUE0800CWI03004,"JUNTA ESP. C/ ANILLO INT. 8"" #300 304",,,
JUE0800CWI0600,"JUNTA ESP. C/ ANILLO INT. 8"" #600 316",,,
JUE0800CWI06004,"JUNTA ESP. C/ ANILLO INT. 8"" #600 304",,,
JUE0800CWI0900,"JUNTA ESP. C/ ANILLO INT. 8"" #900 316",,,
JUE1000CW00150,"JUNTA ESP. S/ ANILLO INT. 10"" #150 316",,,
JUE1000CW00300,"JUNTA ESP. S/ ANILLO INT. 10"" #300 316",,,
JUE1000CW00600,"JUNTA ESP. S/ ANILLO INT. 10"" #600 316",,,
JUE1000CWI0150,"JUNTA ESP. C/ ANILLO INT. 10"" #150 316",,,
JUE1000CWI0300,"JUNTA ESP. C/ ANILLO INT. 10"" #300 316",,,
JUE1000CWI0600,"JUNTA ESP. C/ ANILLO INT. 10"" #600 316",,,
JUE1000CWI0900,"JUNTA ESP. C/ ANILLO INT. 10"" #900 316",,,
JUE1200CW00150,"JUNTA ESP. S/ ANILLO INT. 12"" #150 316",,,
JUE1200CW00300,"JUNTA ESP. S/ ANILLO INT. 12"" #300 316",,,
JUE1200CW00600,"JUNTA ESP. S/ ANILLO INT. 12"" #600 316",,,
JUE1200CWI0150,"JUNTA ESP. C/ ANILLO INT. 12"" #150 316",,,
JUE1200CWI0300,"JUNTA ESP. C/ ANILLO INT. 12"" #300 316",,,
JUE1200CWI0600,"JUNTA ESP. C/ ANILLO INT. 12"" #600 316",,,
JUE1200CWI0900,"JUNTA ESP. C/ ANILLO INT. 12"" #900 316",,,
JUE1400CWI0150,"JUNTA ESP. C/ ANILLO INT. 14"" #150 316",,,
JUE1400CWI0300,"JUNTA ESP. C/ ANILLO INT. 14"" #300 316",,,
JUE1400CWI0400,"JUNTA ESP. C/ ANILLO INT. 14"" #400 316",,,
JUE1400CWI0600,"JUNTA ESP. C/ ANILLO INT. 14"" #600 316",,,
JUE1400CWI06004,"JUNTA ESP. C/ ANILLO INT. 14"" #600 304",,,
JUE1400CWI0900,"JUNTA ESP. C/ ANILLO INT. 14"" #900 316",,,
JUE1600CWI0150,"JUNTA ESP. C/ ANILLO INT. 16"" #150 316",,,
JUE1600CWI0300,"JUNTA ESP. C/ ANILLO INT. 16"" #300 316",,,
JUE1600CWI0600,"JUNTA ESP. C/ ANILLO INT. 16"" #600 316",,,
JUE1600CWI900,"JUNTA ESP. C/ ANILLO INT. 16"" #900 316",,,
JUE1800CWI0150,"JUNTA ESP. C/ ANILLO INT. 18"" #150 316",,,
JUE1800CWI0300,"JUNTA ESP. C/ ANILLO INT. 18"" #300 316",,,
JUE1800CWI0600,"JUNTA ESP. C/ ANILLO INT. 18"" #600 316",,,
JUE1800CWI0900,"JUNTA ESP. C/ ANILLO INT. 18"" #900 316",,,
JUE2000CWI0150,"JUNTA ESP. C/ ANILLO INT. 20"" #150 316",,,
JUE2000CWI0300,"JUNTA ESP. C/ ANILLO INT. 20"" #300 316",,,
JUE2000CWI0600,"JUNTA ESP. C/ ANILLO INT. 20"" #600 316",,,
JUE2000CWI0900,"JUNTA ESP. C/ ANILLO INT. 20"" #900 316",,,
JUE2400CWI0150,"JUNTA ESP. C/ ANILLO INT. 24"" #150 316",,,
JUE2400CWI0300,"JUNTA ESP. C/ ANILLO INT. 24"" #300 316",,,
JUE2400CWI0600,"JUNTA ESP. C/ ANILLO INT. 24"" #600 316",,,
JUE2400CWI0900,"JUNTA ESP. C/ ANILLO INT. 24"" #900 316",,,
JUP00502045150,"JUNTA PLANA 1,6MM 0,5"" #150",,,
JUP00752045150,"JUNTA PLANA 1,6MM 0,75"" #150",,,
JUP01002045150,"JUNTA PLANA 1,6MM 1"" #150",,,
JUP01002045360,"JUNTA PLANA 1,6MM 1"" #300-600",,,
JUP01002046150,"JUNTA PLANA 2MM 1"" #150",,,
JUP01502045150,"JUNTA PLANA 1,6MM 1,5"" #150",,,
JUP01502045360,"JUNTA PLANA 1,6MM 1,5"" #300-600",,,
JUP02002045150,"JUNTA PLANA 1,6MM 2"" #150",,,
JUP02002045360,"JUNTA PLANA 1,6MM 2"" #300-600",,,
JUP02502045150,"JUNTA PLANA 1,6MM 2,5"" #150",,,
JUP02502045360,"JUNTA PLANA 1,6MM 2,5"" #300-600",,,
JUP03002045150,"JUNTA PLANA 1,6MM 3"" #150",,,
JUP03002045360,"JUNTA PLANA 1,6MM 3"" #300-600",,,
JUP03002046150,"JUNTA PLANA 2MM 3"" #150",,,
JUP04002045150,"JUNTA PLANA 1,6MM 4"" #150",,,
JUP04002045300,"JUNTA PLANA 1,6MM 4"" #300",,,
JUP04002045600,"JUNTA PLANA 1,6MM 4"" #600",,,
JUP04002046150,"JUNTA PLANA 1,6MM 4"" #150 FF",,,
JUP05002045150,"JUNTA PLANA 1,6MM 5"" #150",,,
JUP06002045150,"JUNTA PLANA 1,6MM 6"" #150",,,
JUP06002045300,"JUNTA PLANA 1,6MM 6"" #300",,,
JUP06002045360,"JUNTA PLANA 1,6MM 6"" #600",,,
JUP08002045150,"JUNTA PLANA 1,6MM 8"" #150",,,
JUP08002045300,"JUNTA PLANA 1,6MM 8"" #300",,,
JUP08003045150,"JUNTA PLANA 3MM 8"" #150",,,
JUP10002045150,"JUNTA PLANA 1,6MM 10"" #150",,,
JUP10002045300,"JUNTA PLANA 1,6MM 10"" #300",,,
JUP10002045600,"JUNTA PLANA 1,6MM 10"" #600",,,
JUP12002045150,"JUNTA PLANA 1,6MM 12"" #150",,,
JUP12002045600,"JUNTA PLANA 1,6MM 12"" #600",,,
JUP12003045150,"JUNTA PLANA 3MM 12"" #150",,,
JUP14002045150,"JUNTA PLANA 1,6MM 14"" #150",,,
JUP14002045300,"JUNTA PLANA 1,6MM 14"" #300",,,
JUP16002045150,"JUNTA PLANA 1,6MM 16"" #150",,,
JUP16002045600,"JUNTA PLANA 1,6MM 16"" #600",,,
JUP18002045150,"JUNTA PLANA 1,6MM 18"" #150",,,
JUP20002045150,"JUNTA PLANA 1,6MM 20"" #150",,,
JUPG01000150015,"JUNTA GRAFITO FLEXIBLE 1"" #150 1,5MM",,,
JUPG02000150015,"JUNTA GRAFITO FLEXIBLE 2"" #150 1,5MM",,,
JUPG03000150015,"JUNTA GRAFITO FLEXIBLE 3"" #150 1,5MM",,,
JUPG04000150015,"JUNTA GRAFITO FLEXIBLE 4"" #150 1,5MM",,,
JUPG06000150015,"JUNTA GRAFITO FLEXIBLE 6"" #150 1,5MM",,,
JUPG08000150015,"JUNTA GRAFITO FLEXIBLE 8"" #150 1,5MM",,,
JUPG14000300015,"JUNTA GRAFITO FLEXIBLE 14"" #300 1,5MM",,,
KH2A291610EE21F,"CHOKE AJUSTABLE 2.9/16"" 10K CAMERON STYL",,,
KITREPARAVALV,KIT DE REP P/VÁLVULA EPTA MOD AN667 ICR,,,
KITVXS0400150,"KIT PALANCA MARIPOSA VXS 4""",,,
KR0200F37AL0200,"BALL VAL FLO FB BSP 1000W 2""",,,
LAPICBOLIGBIC,BOLIGRAFO BIC 1MM NEGRO,,,
LAT020000508527,"LATROLET 1/2"" SCH80 #3000 A105 SW",,,
LED2X40WFLUOR,ARTEF LED 2X40W CABEZAL COQUILLA,,,
LIJAAGUA3M,LIJA AL AGUA 3M P180,,,
MANGAIRE0800MM,MANGUERA PRESION AIRE ROJA 8 MM,,,
MANGUERA25M0050,"MANGUERA RIEGO 1/2"" X 25 MTS MALLADA REF",,,
MANGUERA25M0075,"MANGUERA RIEGO 3/4"" X 25 MTS MALLADA REF",,,
MANTA2X5,MANTA OLEOFILICA 2X5,,,
MANTA2X5,MANTA OLEOFILICA 2X5,,,
MATEMAT&ENZO1,"MATE ""MAT&ENZO"" VERDE C/BOMBILLA",,,
MEC0050URETA,"MECANIZADO EXTREMO 1/2""",,,
MEC0075URETA,"MECANIZADO EXTREMO 3/4""",,,
MEC0100URETA,"MECANIZADO EXTREMO 1""",,,
MEC0150URETA,"MECANIZADO EXTREMO 1 1/2""",,,
MECANIZAD02RFFF,"MECANIZADO BRIDA 2"" RF A FF",,,
MECANIZAD03RFFF,"MECANIZADO BRIDA 3"" RF A FF",,,
MECANIZAD04RFFF,"MECANIZADO BRIDA 4"" RF A FF",,,
MECANIZAD06RFFF,"MECANIZADO BRIDA 6"" RF A FF",,,
MECANIZAD08RFFF,"MECANIZADO BRIDA 8"" RF A FF",,,
MECANIZADO,MECANIZADO 1 CARA CUBO 31/16 10K,,,
MECANIZADO8060,MECANIZADO SCH 80 A SCH 60,,,
MECANIZADORFFF,MECANIZADO RF A FF,,,
MECANIZADORTJRF,MECANIZADO RTJ A RF,,,
MN000200GLC001,MANOMETRO 0-200 KG/CM2,,,
MN000200GLC001,MANOMETRO 0-200 KG/CM2,,,
MN025N0100GL063,"MANOM 0-100 KG Ø100 1/2""INF C/GLIC JMH",,,
MN050N0025D100M,"MANOM. 25 BAR ROSC INF 1/2"" D100MM",,,
MN400N0030GL100,"MANOMETRO 0-25 4"" ROSC INF 1/2"" GLIC",,,
MN400N0100GL100,"MANOMETRO 0-10 KG 4"" CONEX 1/2"" NPT GLI",,,
MOCHILASECOND,"MOCHILA SECOND 23 LTS 30 X 17 X 46,5 CM",,,
NP0025NN0075806,"NIPLE 1/4"" NPT X NPT 75MM SCH 80 A106",,,
NP0025NN0100806,"NIPLE 1/4"" NPT X NPT 100MM SCH 80 A106",,,
NP0025NN0100816,"NIPLE 1/4"" NPT X NPT 100MM SCH 80 316",,,
NP0025NN0150806,"NIPLE 1/4"" NPT X NPT 150MM SCH 80 A106",,,
NP0025PN0100806,"NIPLE 1/4"" PL X NPT 100MM SCH 80 A106",,,
NP0037NN0075806,"NIPLE 3/8"" NPT X NPT 75MM SCH80 A106",,,
NP0037NN0075816,"NIPLE 3/8"" NPT X NPT 75MM SCH80 A316",,,
NP0037NN0100806,"NIPLE 3/8"" NPT X NPT 100MM SCH 80 A106",,,
NP0037NN0100816,"NIPLE 3/8"" NPT X NPT 100MM SCH80 316L",,,
NP0050NN0050706,"NIPLE 1/2"" NPT X NPT 50MM SCH 160 A106",,,
NP0050NN0050806,"NIPLE 1/2"" NPT X NPT 50MM SCH 80 A106",,,
NP0050NN0075706,"NIPLE 1/2"" NPT X NPT 75MM SCH 160 A106",,,
NP0050NN0075806,"NIPLE 1/2"" NPT X NPT 75MM SCH 80 A106",,,
NP0050NN0075906,"NIPLE 1/2"" NPT X NPT 75MM SCH XXS A106",,,
NP0050NN0080816,"NIPLE 1/2"" NPT X NPT 80MM SCH 80 316",,,
NP0050NN0100406,"NIPLE 1/2"" NPT X NPT 100MM SCH 40 A106",,,
NP0050NN0100706,"NIPLE 1/2"" NPT X NPT 100MM SCH 160 A106",,,
NP0050NN0100806,"NIPLE 1/2"" NPT X NPT 100MM SCH 80 A106",,,
NP0050NN0100816,"NIPLE 1/2"" NPT X NPT 100MM SCH 80 316",,,
NP0050NN0100820,"NIPLE 1/2"" NPT X NPT 100MM SCH 80 GALV",,,
NP0050NN0100906,"NIPLE 1/2"" NPT X NPT 100MM SCH XXS A106",,,
NP0050NN0100916,"NIPLE 1/2"" NPT X NPT 100MM SCH XXS 316",,,
NP0050NN0125416,"NIPLE 1/2"" NPT X NPT 125MM SCH 40 316",,,
NP0050NN0150406,"NIPLE 1/2"" NPT X NPT 150MM SCH 40 A106",,,
NP0050NN0150422,"NIPLE 1/2"" NPT X NPT 150MM SCH 40 GALV",,,
NP0050NN0150706,"NIPLE 1/2"" NPT X NPT 150MM SCH 160 A106",,,
NP0050NN0150806,"NIPLE 1/2"" NPT X NPT 150MM SCH 80 A106",,,
NP0050NN0150906,"NIPLE 1/2"" NPT X NPT 150MM SCH XXS A106",,,
NP0050NN0200706,"NIPLE 1/2"" NPT X NPT 200MM SCH 160 A106",,,
NP0050NN0200806,"NIPLE 1/2"" NPT X NPT 200MM SCH 80 A106",,,
NP0050NN0300406,"NIPLE 1/2"" NPT X NPT 300MM SCH 40 A106",,,
NP0050NN0754316,"NIPLE 1/2"" NPT X NPT 75MM SCH 40 316",,,
NP0050PN0075706,"NIPLE 1/2"" PL X NPT 75MM SCH 160 A106",,,
NP0050PN0075806,"NIPLE 1/2"" PL X NPT 75MM SCH 80 A106",,,
NP0050PN0075906,"NIPLE 1/2"" PL X NPT 75MM SCH XXS A106",,,
NP0050PN0100406,"NIPLE 1/2"" PL X NPT 100MM SCH 40 A106",,,
NP0050PN0100706,"NIPLE 1/2"" PL X NPT 100MM SCH 160 A106",,,
NP0050PN0100806,"NIPLE 1/2"" PL X NPT 100MM SCH 80 A106",,,
NP0050PN0100816,"NIPLE 1/2"" PL X NPT 100MM SCH 80 316",,,
NP0050PN0100906,"NIPLE 1/2"" PL X NPT 100MM SCH XXS A106",,,
NP0050PN0150906,"NIPLE 1/2"" PL X NPT 150MM SCH XXS A106",,,
NP0050PP0075706,"NIPLE 1/2"" PL X PL 75MM SCH 160 A106",,,
NP0050PP0100706,"NIPLE 1/2"" PL X PL 100MM SCH 160 A106",,,
NP0050PP0100806,"NIPLE 1/2"" PL X PL 100MM SCH 80 A106",,,
NP0050PP0100816,"NIPLE 1/2"" PL X PL 100MM SCH 80 316",,,
NP0050PP0100906,"NIPLE 1/2"" PL X PL 100MM SCH XXS A106",,,
NP0075NN0050806,"NIPLE 3/4"" NPT X NPT 50MM SCH 80 A106",,,
NP0075NN0075706,"NIPLE 3/4"" NPT X NPT 75MM SCH 160 A106",,,
NP0075NN0075806,"NIPLE 3/4"" NPT X NPT 75MM SCH 80 A106",,,
NP0075NN0075820,"NIPLE 3/4"" NPT X NPT 75MM SCH 80 GALV",,,
NP0075NN0100706,"NIPLE 3/4"" NPT X NPT 100MM SCH 160 A106",,,
NP0075NN0100716,"NIPLE 3/4"" NPT X NPT 100MM SCH 160 316",,,
NP0075NN0100720,"NIPLE 3/4"" NPT X NPT 100MM SCH 160 GALV",,,
NP0075NN0100806,"NIPLE 3/4"" NPT X NPT 100MM SCH 80 A106",,,
NP0075NN0100816,"NIPLE 3/4"" NPT X NPT 100MM SCH 80 316",,,
NP0075NN0100820,"NIPLE 3/4"" NPT X NPT 100MM SCH 80 GALV",,,
NP0075NN0100906,"NIPLE 3/4"" NPT X NPT 100MM SCH XXS A106",,,
NP0075NN0150706,"NIPLE 3/4"" NPT X NPT 150MM SCH 160 A106",,,
NP0075NN0200706,"NIPLE 3/4"" NPT X NPT 200MM SCH 160 A106",,,
NP0075NN0200806,"NIPLE 3/4"" NPT X NPT 200MM SCH 80 A106",,,
NP0075PN0075706,"NIPLE 3/4"" PL X NPT 75MM SCH 160 A106",,,
NP0075PN0075806,"NIPLE 3/4"" PL X NPT 75MM SCH 80 A106",,,
NP0075PN0100706,"NIPLE 3/4"" PL X NPT 100MM SCH 160 A106",,,
NP0075PN0100716,"NIPLE 3/4"" PL X NPT 100MM SCH 160 316",,,
NP0075PN0100806,"NIPLE 3/4"" PL X NPT 100MM SCH 80 A106",,,
NP0075PN0100816,"NIPLE 3/4"" PL X NPT 100MM SCH 80 316",,,
NP0075PN0100906,"NIPLE 3/4"" PL X NPT 100MM SCH XXS A106",,,
NP0075PP0075706,"NIPLE 3/4"" PL X PL 75MM SCH 160 A106",,,
NP0075PP0075806,"NIPLE 3/4"" PL X PL 75MM SCH 80 A106",,,
NP0075PP0100706,"NIPLE 3/4"" PL X PL 100MM SCH 160 A106",,,
NP0075PP0100735,"NIPLE 3/4"" PL X PL 100MM SCH 160 A335 P1",,,
NP0075PP0100804,"NIPLE 3/4"" PL X PL 100MM SCH 80 304",,,
NP0075PP0100806,"NIPLE 3/4"" PL X PL 100MM SCH 80 A106",,,
NP0075PP0100816,"NIPLE 3/4"" PL X PL 100MM SCH 80 316",,,
NP0075PP0150706,"NIPLE 3/4"" PL X PL 150MM SCH 160 A106",,,
NP0100BB0080806,"NIPLE 1"" BSPT X BSPT 80MM SCH 80 A106",,,
NP0100NN0050706,"NIPLE 1"" NPT X NPT 50MM SCH 160 A106",,,
NP0100NN0050806,"NIPLE 1"" NPT X NPT 50MM SCH 80 A106",,,
NP0100NN0100706,"NIPLE 1"" NPT X NPT 100MM SCH 160 A106",,,
NP0100NN0100720,"NIPLE 1"" NPT X NPT 100MM SCH 160 GALV",,,
NP0100NN0100806,"NIPLE 1"" NPT X NPT 100MM SCH 80 A106",,,
NP0100NN0100816,"NIPLE 1"" NPT X NPT 100MM SCH 80 316",,,
NP0100NN0100820,"NIPLE 1"" NPT X NPT 100MM SCH 80 GALV",,,
NP0100NN0100906,"NIPLE 1"" NPT X NPT 100MM SCH XXS A106",,,
NP0100NN0150406,"NIPLE 1"" NPT X NPT 150MM SCH 40 A106",,,
NP0100NN0200806,"NIPLE 1"" NPT X NPT 200MM SCH 80 A106",,,
NP0100NN0225706,"NIPLE 1"" NPT X NPT 225MM SCH 160 A106",,,
NP0100NN0300706,"NIPLE 1"" NPT X NPT 300MM SCH 160 A106",,,
NP0100PN0075706,"NIPLE 1"" PL X NPT 75MM SCH 160 A106",,,
NP0100PN0075806,"NIPLE 1"" PL X NPT 75MM SCH 80 A106",,,
NP0100PN0100706,"NIPLE 1"" PL X NPT 100MM SCH 160 A106",,,
NP0100PN0100806,"NIPLE 1"" PL X NPT 100MM SCH 80 A106",,,
NP0100PN0100816,"NIPLE 1"" PL X NPT 100MM SCH 80 316",,,
NP0100PN0100906,"NIPLE 1"" PL X NPT 100MM SCH XXS A106",,,
NP0100PN0150406,"NIPLE 1"" PL X NPT 150MM SCH 40 A106",,,
NP0100PN0150706,"NIPLE 1"" PL X NPT 150MM SCH 160 A106",,,
NP0100PN0150806,"NIPLE 1"" PL X NPT 150MM SCH 80 A106",,,
NP0100PN0300806,"NIPLE 1"" PL X NPT 300MM SCH 80 A106",,,
NP0100PP0100706,"NIPLE 1"" PL X PL 100MM SCH 160 A106",,,
NP0100PP0100804,"NIPLE 1"" PL X PL 100MM SCH 80 304",,,
NP0100PP0100806,"NIPLE 1"" PL X PL 100MM SCH 80 A106",,,
NP0100PP0100816,"NIPLE 1"" PL X PL 100MM SCH 80 316",,,
NP0100PP0100906,"NIPLE 1"" PL X PL 100MM SCH XXS A106",,,
NP0125NN0100706,"NIPLE 1 1/4"" NPT X NPT 100MM SCH160 A106",,,
NP0125NN0100806,"NIPLE 1 1/4"" NPT X NPT 100MM SCH 80 A106",,,
NP0125NN0150806,"NIPLE 11/4"" NPT X NPT 150MM SCH 80 A106",,,
NP0150NN0075820,"NIPLE 1 1/2"" NPT X NPT 75MM SCH 80 GALV",,,
NP0150NN0100706,"NIPLE 1 1/2"" NPT X NPT 100MM SCH160 A106",,,
NP0150NN0100806,"NIPLE 1 1/2"" NPT X NPT 100MM SCH 80 A106",,,
NP0150NN0100820,"NIPLE 1 1/2"" NPT X NPT 100MM SCH 80 GALV",,,
NP0150PN0100706,"NIPLE 1 1/2"" PL X NPT 100MM SCH 160 A106",,,
NP0150PN0100806,"NIPLE 1 1/2"" PL X NPT 100MM SCH 80 A106",,,
NP0150PN0100906,"NIPLE 1 1/2"" PL X NPT 100MM SCH XXS A106",,,
NP0150PN0200706,"NIPLE 1 1/2"" PL X NPT 200MM SCH 160 A106",,,
NP0150PP0075706,"NIPLE 1 1/2"" PL X PL 75MM SCH 160 A106",,,
NP0150PP0100706,"NIPLE 1 1/2"" PL X PL 100MM SCH 160 A106",,,
NP0150PP0100806,"NIPLE 1 1/2"" PL X PL 100MM SCH 80 A106",,,
NP0200NN0075820,"NIPLE 2"" NPT X NPT 75MM SCH 80 GALV",,,
NP0200NN0100420,"NIPLE 2"" NPT X NPT 100MM SCH 40 GALV",,,
NP0200NN0100706,"NIPLE 2"" NPT X NPT 100MM SCH 160 A106",,,
NP0200NN0100806,"NIPLE 2"" NPT X NPT 100MM SCH 80 A106",,,
NP0200NN0100820,"NIPLE 2"" NPT X NPT 100MM SCH 80 GALV",,,
NP0200NN0100906,"NIPLE 2"" NPT X NPT 100MM SCH XXS A106",,,
NP0200NN0150806,"NIPLE 2"" NPT X NPT 150MM SCH 80 A106",,,
NP0200NN0151606,"NIPLE 2"" NPT X NPT 150MM SCH 160 A106",,,
NP0200NN0200406,"NIPLE 2"" NPT X NPT 200MM SCH 40 A106",,,
NP0200NN0200806,"NIPLE 2"" NPT X NPT 200MM SCH 80 A106",,,
NP0200NN0300706,"NIPLE 2"" NPT X NPT 300MM SCH 160 A106",,,
NP0200NN0300806,"NIPLE 2"" NPT X NPT 300MM SCH 80 A106",,,
NP0200PN0100706,"NIPLE 2"" PL X NPT 100MM SCH 160 A106",,,
